tick,nodes,SA,total_ms,light_ms,plant_ms,debug_ms,position_ms,maintenance_ms,grow_ms,mass_stress_ms,droop_break_ms,transport_ms
0,3,0,0.516374,0.031166,0.065125,0.420083,0.000292,0.003083,0.039209,0.001209,0.000458,0.005625
1,3,0,0.057333,0,0.020417,0.036916,0.000249,0.001501,0.006042,0.000582,0.000291,0.00475
2,3,0,0.055083,0,0.017542,0.037541,0.000249,0.001376,0.004124,0.0005,0.000125,0.00475
3,3,0,0.065917,0,0.02275,0.043167,0.000416,0.001835,0.006708,0.000709,0.000208,0.004958
4,3,0,0.071125,0,0.026125,0.045,0.000542,0.002584,0.007709,0.000708,0.000208,0.005168
5,3,0,0.065833,0,0.024083,0.04175,0.000209,0.002542,0.006666,0.000626,0.000292,0.004583
6,3,0,0.073584,0,0.025959,0.047625,0.00025,0.002833,0.007293,0.000791,0.000166,0.004958
7,3,0,0.125375,0,0.0275,0.097875,0.000375,0.002792,0.008624,0.000834,0.000208,0.004958
8,3,0,0.055999,0,0.018541,0.037458,0.000334,0.001458,0.004583,0.000583,0.000167,0.004709
9,3,0,0.070375,0,0.020083,0.050292,0.000291,0.001667,0.005334,0.000708,0.00025,0.004667
10,3,0,0.083624,0.013083,0.0245,0.046041,0.00025,0.002291,0.007708,0.000709,0.000249,0.00475
11,3,0,0.057042,0,0.0195,0.037542,0.000207,0.001543,0.005249,0.000542,0.00021,0.004542
12,3,0,0.081666,0,0.030166,0.0515,0.000459,0.003959,0.008875,0.000957,0.00025,0.00525
13,3,0,0.082541,0,0.030583,0.051958,0.000416,0.003708,0.009457,0.000667,0.000167,0.005
14,3,0,0.104083,0,0.017833,0.08625,0.000333,0.001541,0.004124,0.000541,0.000208,0.004625
15,3,0,0.082333,0,0.025458,0.056875,0.000333,0.002042,0.009917,0.000625,0.000125,0.004542
16,3,0,0.063167,0,0.021458,0.041709,0.000416,0.001666,0.006042,0.000624,0.000208,0.005
17,3,0,0.054208,0,0.018333,0.035875,0.00025,0.0015,0.004125,0.000583,0.000208,0.004834
18,3,0,0.077125,0,0.022041,0.055084,0.00025,0.001958,0.006249,0.000625,0.000252,0.004999
19,3,0,0.0735,0,0.02675,0.04675,0.000499,0.002542,0.008209,0.000667,0.000249,0.005
20,3,0,0.065584,0.010792,0.017417,0.037375,0.000333,0.001375,0.004,0.000625,0.000249,0.004792
21,3,0,0.062709,0,0.020042,0.042667,0.000334,0.001749,0.005458,0.000625,0.000166,0.004666
22,3,0,0.09725,0,0.017541,0.079709,0.000291,0.001417,0.004082,0.0005,0.000209,0.0045
23,3,0,0.053458,0,0.016958,0.0365,0.000251,0.001374,0.003833,0.000625,0.000208,0.004541
24,8,0,0.697542,0,0.20225,0.495292,0.00025,0.001335,0.188584,0.000625,0.000249,0.004959
25,8,0,0.147375,0,0.053042,0.094333,0.000667,0.002876,0.016333,0.001209,0.000417,0.011124
26,8,0,0.207667,0,0.040583,0.167084,0.000542,0.002458,0.008125,0.001168,0.000458,0.011207
27,8,0,0.167916,0,0.050041,0.117875,0.000541,0.00325,0.012165,0.001333,0.000417,0.010541
28,8,0,0.173124,0,0.044291,0.128833,0.000582,0.002834,0.009332,0.001207,0.0005,0.011334
29,8,0,0.130291,0,0.039791,0.0905,0.000498,0.002458,0.007749,0.001334,0.000502,0.010708
30,8,0,0.201959,0.042334,0.052042,0.107583,0.000542,0.002542,0.019334,0.001125,0.000459,0.010583
31,8,0,0.169583,0,0.041,0.128583,0.000542,0.002832,0.008001,0.001042,0.000374,0.010708
32,8,0,0.132208,0,0.040042,0.092166,0.000542,0.0025,0.007375,0.001209,0.000415,0.010875
33,8,0,0.174208,0,0.073875,0.100333,0.000499,0.002667,0.007583,0.001208,0.000459,0.010541
34,8,0,0.178042,0,0.050917,0.127125,0.000457,0.003417,0.011999,0.001418,0.000417,0.012541
35,8,0,0.140291,0,0.046208,0.094083,0.000583,0.002792,0.012293,0.001292,0.000458,0.012665
36,8,0,0.134833,0,0.045042,0.089791,0.000666,0.003751,0.008957,0.001333,0.000418,0.012415
37,8,0,0.216375,0,0.063625,0.15275,0.001251,0.006167,0.015165,0.001459,0.000708,0.017667
38,8,0,0.135417,0,0.044958,0.090459,0.000585,0.002833,0.010415,0.001292,0.000543,0.01375
39,8,0,0.135625,0,0.043333,0.092292,0.000624,0.002751,0.010458,0.001334,0.000543,0.012499
40,8,0,0.17875,0.023125,0.042459,0.113166,0.000625,0.002584,0.008375,0.001292,0.000502,0.013249
41,8,0,0.130208,0,0.042,0.088208,0.000666,0.002875,0.008165,0.001167,0.000333,0.012791
42,8,0,0.164291,0,0.045958,0.118333,0.000667,0.003084,0.010374,0.001374,0.000418,0.012792
43,8,0,0.157208,0,0.052625,0.104583,0.000623,0.003042,0.012167,0.001251,0.000542,0.012541
44,8,0,0.132875,0,0.041833,0.091042,0.000585,0.002832,0.008585,0.00125,0.000499,0.012625
45,8,0,0.166333,0,0.042667,0.123666,0.000751,0.002916,0.008876,0.001457,0.000501,0.012625
46,8,0,0.152209,0,0.052625,0.099584,0.001166,0.004041,0.012043,0.001459,0.000457,0.014667
47,8,0,0.134542,0,0.042334,0.092208,0.000627,0.002749,0.008458,0.001209,0.000419,0.012791
48,13,0,0.307875,0,0.1035,0.204375,0.000541,0.010916,0.060999,0.001292,0.000501,0.013
49,13,0,0.257833,0,0.089458,0.168375,0.000874,0.00725,0.025,0.002501,0.000711,0.018582
50,13,0,0.284292,0.03225,0.063625,0.188417,0.000834,0.003501,0.012667,0.001749,0.000706,0.018417
51,13,0,0.255958,0,0.071667,0.184291,0.000834,0.004584,0.015999,0.002167,0.00071,0.019039
52,13,0,0.207041,0,0.064791,0.14225,0.000751,0.003791,0.013001,0.001625,0.000669,0.018417
53,13,0,0.224541,0,0.06675,0.157791,0.000707,0.003709,0.012792,0.00179,0.000667,0.019166
54,13,0,0.208083,0,0.066125,0.141958,0.00075,0.003876,0.013211,0.001959,0.000752,0.019168
55,13,0,0.24925,0,0.072834,0.176416,0.000751,0.004542,0.017128,0.002208,0.000622,0.018916
56,13,0,0.237292,0,0.067834,0.169458,0.000835,0.003958,0.014167,0.002209,0.000665,0.019208
57,13,0,0.254374,0,0.084416,0.169958,0.001041,0.006875,0.023042,0.002376,0.000709,0.019082
58,15,0,0.274291,0,0.085083,0.189208,0.000832,0.003833,0.03354,0.002,0.00075,0.018208
59,15,0,0.258792,0,0.077542,0.18125,0.000875,0.004415,0.017167,0.002251,0.000791,0.020792
60,15,0,0.287876,0.042709,0.076084,0.169083,0.000832,0.004125,0.016917,0.001919,0.000791,0.020624
61,15,0,0.252167,0,0.073125,0.179042,0.000916,0.004124,0.014583,0.001959,0.000793,0.020624
62,15,0,0.2415,0,0.071667,0.169833,0.000917,0.004084,0.014123,0.001957,0.000707,0.020334
63,15,0,0.245125,0,0.0785,0.166625,0.000919,0.004957,0.018082,0.002082,0.00075,0.020333
64,15,0,0.294292,0,0.086458,0.207834,0.000792,0.006249,0.020332,0.002707,0.000749,0.020751
65,15,0,0.31775,0,0.091708,0.226042,0.000957,0.007293,0.022955,0.003042,0.000791,0.020834
66,15,0,0.278792,0,0.093375,0.185417,0.000788,0.008418,0.024167,0.002582,0.000625,0.020293
67,15,0,0.266209,0,0.074875,0.191334,0.000877,0.00425,0.015874,0.00196,0.000791,0.021332
68,15,0,0.332208,0,0.089458,0.24275,0.000833,0.007583,0.021167,0.002665,0.000875,0.021041
69,15,0,0.287958,0,0.097583,0.190375,0.000958,0.008834,0.024667,0.003209,0.000751,0.02108
70,15,0,0.351708,0.060833,0.083958,0.206917,0.00079,0.005503,0.020583,0.002292,0.000791,0.020875
71,15,0,0.270625,0,0.078625,0.192,0.000915,0.00496,0.016958,0.002126,0.000834,0.020917
72,20,0,0.362501,0,0.126042,0.236459,0.000998,0.0075,0.055041,0.002292,0.000707,0.021335
73,20,0,0.392375,0,0.108541,0.283834,0.001207,0.007002,0.025375,0.003252,0.001002,0.026998
74,20,0,0.402499,0,0.121416,0.281083,0.001081,0.010334,0.029249,0.003543,0.000998,0.026625
75,20,0,0.405375,0,0.124125,0.28125,0.001419,0.012542,0.028917,0.004128,0.000872,0.027293
76,20,0,0.392583,0,0.106625,0.285958,0.001166,0.006999,0.023958,0.00296,0.000997,0.026126
77,20,0,0.391625,0,0.121916,0.269709,0.001208,0.010543,0.029581,0.003375,0.000999,0.02733
78,20,0,0.370958,0,0.099166,0.271792,0.001165,0.00525,0.020084,0.002833,0.001123,0.026417
79,20,0,0.429417,0,0.129167,0.30025,0.001247,0.011378,0.03154,0.003876,0.000956,0.027999
80,20,0,0.4775,0.090792,0.119875,0.266833,0.001167,0.008205,0.029669,0.00375,0.001041,0.027127
81,20,0,0.398292,0,0.119584,0.278708,0.001375,0.009416,0.02779,0.004001,0.000913,0.027043
82,22,0,0.398584,0,0.124542,0.274042,0.001166,0.007128,0.040001,0.00292,0.001125,0.027541
83,22,0,0.422166,0,0.131416,0.29075,0.001293,0.009582,0.03275,0.003628,0.001166,0.030708
84,22,0,0.352958,0,0.104791,0.248167,0.00121,0.005789,0.019955,0.003,0.001041,0.028539
85,22,0,0.422375,0,0.115125,0.30725,0.001252,0.007335,0.023917,0.003498,0.001252,0.02925
86,22,0,0.444291,0,0.128708,0.315583,0.001292,0.010624,0.029625,0.004125,0.000958,0.029458
87,22,0,0.381167,0,0.11425,0.266917,0.001416,0.008126,0.024168,0.00325,0.000914,0.028041
88,22,0,0.376083,0,0.111375,0.264708,0.001207,0.006834,0.02325,0.003207,0.001085,0.028375
89,22,0,0.364667,0,0.117708,0.246959,0.001374,0.008002,0.026627,0.0035,0.000874,0.0285
90,22,0,0.484041,0.112458,0.107125,0.264458,0.00117,0.005749,0.020377,0.002791,0.001042,0.029749
91,22,0,0.40525,0,0.118792,0.286458,0.001211,0.00783,0.026124,0.003209,0.000961,0.029625
92,22,0,0.436708,0,0.12625,0.310458,0.001293,0.009038,0.028501,0.003875,0.001167,0.029541
93,22,0,0.387459,0,0.114042,0.273417,0.001291,0.007456,0.024456,0.003502,0.000998,0.028168
94,22,0,0.392917,0,0.122583,0.270334,0.001415,0.009001,0.027459,0.003875,0.001042,0.02954
95,22,0,0.414292,0,0.119125,0.295167,0.001665,0.008751,0.025459,0.003418,0.000918,0.029248
96,27,0,0.434667,0,0.1325,0.302167,0.001209,0.005458,0.04804,0.00304,0.001123,0.028251
97,27,0,0.499334,0,0.165584,0.33375,0.001414,0.007291,0.027502,0.003792,0.001209,0.048292
98,27,0,0.469999,0,0.135541,0.334458,0.001501,0.008292,0.02754,0.003958,0.001333,0.034834
99,27,0,0.434666,0,0.126375,0.308291,0.001498,0.007333,0.024122,0.003751,0.001123,0.033876
100,27,0,0.656124,0.177083,0.134833,0.344208,0.001417,0.006916,0.030044,0.003623,0.001044,0.034624
101,27,0,0.4955,0,0.13925,0.35625,0.001418,0.009045,0.029416,0.004666,0.001334,0.034208
102,27,0,0.433208,0,0.13425,0.298958,0.001541,0.006833,0.023333,0.003582,0.001292,0.034751
103,27,0,0.446792,0,0.130333,0.316459,0.001459,0.00783,0.025833,0.003791,0.00125,0.034082
104,27,0,0.509791,0,0.144041,0.36575,0.00142,0.009957,0.031455,0.004584,0.001249,0.034664
105,27,0,0.452375,0,0.132917,0.319458,0.001624,0.008296,0.0265,0.004001,0.001373,0.034583
106,29,0,0.520291,0,0.161125,0.359166,0.001585,0.010208,0.047794,0.004667,0.001375,0.034669
107,29,0,0.508167,0,0.155084,0.353083,0.001705,0.011793,0.033459,0.004918,0.001209,0.036705
108,29,0,0.458375,0,0.1275,0.330875,0.001584,0.006998,0.020208,0.003627,0.001418,0.035999
109,29,0,0.463292,0,0.13275,0.330542,0.001544,0.007457,0.023292,0.004003,0.001292,0.035999
110,29,0,0.69575,0.205125,0.142542,0.348083,0.001415,0.0085,0.027669,0.004125,0.001418,0.036752
111,29,0,0.4615,0,0.131125,0.330375,0.001543,0.007334,0.02246,0.003792,0.001247,0.036042
112,29,0,0.467541,0,0.142083,0.325458,0.001626,0.007293,0.02254,0.015791,0.001294,0.035707
113,29,0,0.498416,0,0.144,0.354416,0.001542,0.009249,0.027873,0.004542,0.001336,0.036166
114,29,0,0.457834,0,0.135209,0.322625,0.006585,0.006664,0.021168,0.003748,0.001251,0.035918
115,29,0,0.459792,0,0.12975,0.330042,0.001585,0.007045,0.021792,0.00375,0.001333,0.036127
116,29,0,0.523458,0,0.141,0.382458,0.001748,0.009374,0.02671,0.004833,0.001289,0.036165
117,29,0,0.447667,0,0.12675,0.320917,0.00158,0.006832,0.021293,0.00379,0.00129,0.035294
118,29,0,0.481041,0,0.142958,0.338083,0.00171,0.009998,0.027127,0.004627,0.001377,0.036415
119,29,0,0.549125,0,0.16225,0.386875,0.004125,0.009873,0.026835,0.004665,0.001207,0.048835
120,34,0,0.821917,0.247,0.171125,0.403792,0.001458,0.006539,0.062791,0.003539,0.001209,0.036958
121,34,0,0.631833,0,0.17475,0.457083,0.001789,0.00842,0.044709,0.004456,0.001331,0.043335
122,34,0,0.602125,0,0.188958,0.413167,0.002166,0.013458,0.037,0.005165,0.001582,0.051622
123,34,0,0.509292,0,0.146834,0.362458,0.001835,0.007584,0.023417,0.004167,0.00154,0.041333
124,34,0,0.579834,0,0.176917,0.402917,0.00192,0.020665,0.028542,0.004667,0.001373,0.042
125,34,0,0.623875,0,0.170875,0.453,0.001705,0.013503,0.032495,0.00525,0.001374,0.042417
126,34,0,0.52375,0,0.151375,0.372375,0.001876,0.008166,0.025247,0.00454,0.001666,0.041792
127,34,0,0.539083,0,0.162208,0.376875,0.001832,0.007836,0.024628,0.004418,0.001623,0.04229
128,34,0,0.618041,0,0.188458,0.429583,0.001999,0.013002,0.033544,0.005917,0.001626,0.045917
129,34,0,0.524417,0,0.151209,0.373208,0.001749,0.007623,0.024293,0.004541,0.001623,0.04125
130,36,0,0.9465,0.3185,0.174208,0.453792,0.00179,0.010583,0.043164,0.004956,0.001584,0.042086
131,36,0,0.606,0,0.178542,0.427458,0.00171,0.011377,0.033959,0.005708,0.001419,0.04429
132,36,0,0.556333,0,0.160958,0.395375,0.002002,0.009374,0.027582,0.004833,0.001457,0.04329
133,36,0,0.594167,0,0.168958,0.425209,0.001832,0.009751,0.027498,0.004583,0.001545,0.05096
134,36,0,0.620042,0,0.178167,0.441875,0.001875,0.015293,0.031297,0.005166,0.001502,0.044583
135,36,0,0.540125,0,0.154958,0.385167,0.001964,0.008081,0.02367,0.0045,0.001624,0.043833
136,36,0,0.54375,0,0.151667,0.392083,0.001997,0.008,0.022501,0.00421,0.001667,0.043291
137,36,0,0.538875,0,0.151833,0.387042,0.001923,0.008207,0.022878,0.004374,0.001501,0.042915
138,36,0,0.531541,0,0.152916,0.378625,0.001834,0.00779,0.022998,0.004209,0.00142,0.043708
139,36,0,0.542125,0,0.152375,0.38975,0.001959,0.007873,0.02325,0.004375,0.001498,0.043168
140,36,0,0.987833,0.394833,0.166083,0.426917,0.001873,0.009666,0.029585,0.004585,0.001585,0.044579
141,36,0,0.552625,0,0.153208,0.399417,0.001915,0.007999,0.024044,0.004205,0.001504,0.043377
142,36,0,0.542125,0,0.155542,0.386583,0.00183,0.008416,0.024419,0.004503,0.001585,0.043666
143,36,0,0.55025,0,0.156,0.39425,0.001916,0.008502,0.025209,0.004708,0.001583,0.043211
144,41,0,0.695375,0,0.1795,0.515875,0.001878,0.007873,0.050501,0.00446,0.001625,0.043667
145,41,0,0.628834,0,0.176334,0.4525,0.002122,0.009042,0.028541,0.005162,0.001708,0.050044
146,41,0,0.611,0,0.17325,0.43775,0.002335,0.009248,0.025581,0.004918,0.001748,0.049543
147,41,0,0.602292,0,0.169292,0.433,0.002084,0.009041,0.023958,0.004416,0.001704,0.049168
148,41,0,0.627834,0,0.176417,0.451417,0.002249,0.009376,0.027249,0.005245,0.001753,0.049874
149,41,0,0.623417,0,0.170542,0.452875,0.002166,0.008877,0.024627,0.004707,0.001914,0.049043
150,41,0,1.05371,0.453417,0.169208,0.431084,0.002254,0.008414,0.023956,0.004794,0.001706,0.049376
151,41,0,0.62375,0,0.173875,0.449875,0.002166,0.008999,0.026127,0.005042,0.001752,0.049375
152,41,0,0.638791,0,0.174416,0.464375,0.002039,0.009,0.025873,0.005042,0.001873,0.049876
153,41,0,0.607833,0,0.171916,0.435917,0.002046,0.008831,0.025578,0.005004,0.001585,0.048917
154,43,0,0.672833,0,0.199917,0.472916,0.002127,0.008957,0.042169,0.015627,0.001873,0.049376
155,43,0,0.662791,0,0.182375,0.480416,0.00225,0.009749,0.027128,0.004874,0.001876,0.052292
156,43,0,0.682209,0,0.191625,0.490584,0.002333,0.011,0.030084,0.005707,0.001791,0.052546
157,43,0,0.694042,0,0.193375,0.500667,0.002251,0.009332,0.026958,0.017291,0.001754,0.051292
158,43,0,0.6815,0,0.180833,0.500667,0.002255,0.00954,0.026541,0.005291,0.001836,0.051336
159,43,0,0.632584,0,0.178792,0.453792,0.002248,0.009123,0.025541,0.004917,0.001876,0.051541
160,43,0,1.23775,0.603916,0.176167,0.457667,0.002126,0.008917,0.026004,0.004835,0.001791,0.050457
161,43,0,0.6395,0,0.178959,0.460541,0.001999,0.009333,0.025542,0.005043,0.001827,0.051334
162,43,0,0.628917,0,0.179917,0.449,0.002254,0.009331,0.025708,0.005002,0.00175,0.051708
163,43,0,0.681709,0,0.204459,0.47725,0.003001,0.013962,0.035207,0.006666,0.001751,0.05329
164,43,0,0.785791,0,0.229166,0.556625,0.007504,0.018168,0.033416,0.006918,0.001745,0.064252
165,43,0,0.639458,0,0.183917,0.455541,0.002334,0.009504,0.026332,0.005167,0.001711,0.051205
166,43,0,0.709167,0,0.20275,0.506417,0.002167,0.010126,0.032417,0.005083,0.001834,0.059084
167,43,0,0.66275,0,0.189792,0.472958,0.002202,0.009921,0.029124,0.005461,0.001828,0.051042
168,48,0,0.717125,0,0.207583,0.509542,0.00225,0.009293,0.054046,0.005042,0.001873,0.05154
169,48,0,0.767542,0,0.227125,0.540417,0.002455,0.010622,0.032248,0.005499,0.002039,0.056835
170,48,0,1.39925,0.678458,0.2,0.520792,0.002585,0.010119,0.027369,0.005458,0.001707,0.05825
171,48,0,0.722458,0,0.201792,0.520666,0.002294,0.010126,0.027496,0.005419,0.002007,0.058541
172,48,0,0.754042,0,0.216083,0.537959,0.002588,0.013332,0.035214,0.006375,0.002207,0.058123
173,48,0,0.804333,0,0.227083,0.57725,0.002461,0.013831,0.038169,0.006667,0.00192,0.058289
174,48,0,0.773875,0,0.217375,0.5565,0.002586,0.012665,0.032835,0.006747,0.001956,0.058628
175,48,0,0.74125,0,0.21325,0.528,0.002417,0.011455,0.033168,0.006043,0.002042,0.059003
176,48,0,0.761833,0,0.2085,0.553333,0.002456,0.011166,0.031831,0.005916,0.002004,0.057206
177,48,0,0.742875,0,0.211458,0.531417,0.002418,0.011126,0.030959,0.006125,0.002123,0.059169
178,50,0,0.815624,0,0.233083,0.582541,0.0025,0.012503,0.048625,0.006498,0.002001,0.058955
179,50,0,0.800417,0,0.231,0.569417,0.002458,0.015083,0.040333,0.007418,0.002043,0.058791
180,50,0,1.51979,0.773375,0.202708,0.543708,0.002333,0.010457,0.02792,0.005459,0.001959,0.058211
181,50,0,0.813126,0,0.247084,0.566042,0.002332,0.016211,0.048877,0.006665,0.002124,0.059373
182,50,0,0.799542,0,0.231,0.568542,0.002456,0.016246,0.041628,0.007957,0.002003,0.057543
183,50,0,0.857667,0,0.275125,0.582542,0.010667,0.01954,0.043629,0.007252,0.002209,0.064708
184,50,0,0.782834,0,0.218459,0.564375,0.002411,0.011712,0.031917,0.006627,0.001998,0.064668
185,50,0,0.790834,0,0.216334,0.5745,0.002339,0.011537,0.033961,0.006747,0.002374,0.059416
186,50,0,0.746667,0,0.210209,0.536458,0.002547,0.010412,0.028624,0.00596,0.001999,0.06075
187,50,0,0.759542,0,0.219084,0.540458,0.003174,0.012788,0.032754,0.006584,0.001921,0.059625
188,50,0,0.875041,0,0.25875,0.616291,0.008333,0.017918,0.036542,0.008084,0.001878,0.072833
189,50,0,0.826625,0,0.235,0.591625,0.0025,0.015672,0.040792,0.006707,0.002167,0.060375
190,50,0,1.69425,0.909291,0.214917,0.570041,0.002294,0.011832,0.032418,0.006042,0.002,0.060163
191,50,0,0.834542,0,0.243042,0.5915,0.002585,0.015669,0.040334,0.007627,0.002166,0.06367
192,55,0,0.904917,0,0.262792,0.642125,0.002457,0.014461,0.071331,0.007499,0.00187,0.059291
193,55,0,0.808917,0,0.230042,0.578875,0.002838,0.011749,0.03346,0.006418,0.002421,0.065122
194,55,0,0.876459,0,0.242625,0.633834,0.002832,0.01296,0.034957,0.007208,0.002208,0.065499
195,55,0,0.8755,0,0.24625,0.62925,0.00263,0.012624,0.03792,0.00675,0.002118,0.064205
196,55,0,0.821791,0,0.229666,0.592125,0.002709,0.01204,0.032328,0.006501,0.002167,0.065667
197,55,0,0.848583,0,0.245083,0.6035,0.003211,0.01579,0.038624,0.00796,0.002085,0.064457
198,55,0,0.94,0,0.279917,0.660083,0.004917,0.017917,0.040251,0.008499,0.002082,0.081414
199,55,0,0.906083,0,0.262958,0.643125,0.002583,0.017587,0.037204,0.007706,0.002083,0.069338
200,55,0,1.88983,1.04454,0.236792,0.6085,0.002711,0.016499,0.033711,0.006789,0.002081,0.06521
201,55,0,0.849917,0,0.249375,0.600542,0.00262,0.01371,0.034998,0.006916,0.00225,0.077545
202,57,0,1.01437,0,0.298833,0.715541,0.002752,0.018415,0.060958,0.008834,0.002167,0.066788
203,57,0,0.901875,0,0.259875,0.642,0.002751,0.016166,0.041834,0.007919,0.002334,0.068871
204,57,0,0.933125,0,0.262542,0.670583,0.003042,0.015872,0.041748,0.008248,0.00225,0.068542
205,57,0,0.896042,0,0.252625,0.643417,0.002791,0.014544,0.039459,0.008419,0.002414,0.068165
206,57,0,0.860292,0,0.239292,0.621,0.002837,0.012956,0.031959,0.006959,0.00229,0.068624
207,57,0,0.862708,0,0.232541,0.630167,0.002875,0.012044,0.030459,0.006416,0.002375,0.066669
208,57,0,0.948541,0,0.260041,0.6885,0.002791,0.01625,0.040416,0.008418,0.002459,0.069627
209,57,0,0.887167,0,0.24825,0.638917,0.002665,0.014084,0.03625,0.007713,0.002253,0.069041
210,57,0,2.15746,1.25733,0.257583,0.642542,0.002877,0.015122,0.037459,0.007374,0.002418,0.071626
211,57,0,0.912166,0,0.254125,0.658041,0.002789,0.014914,0.040498,0.008375,0.002587,0.067248
212,57,0,0.844292,0,0.237625,0.606667,0.002711,0.01246,0.031914,0.006709,0.002208,0.068501
213,57,0,0.86975,0,0.236584,0.633166,0.00271,0.012209,0.032208,0.006333,0.002168,0.067915
214,57,0,0.924542,0,0.250375,0.674167,0.002832,0.014001,0.037249,0.007209,0.002166,0.068628
215,57,0,0.84175,0,0.236333,0.605417,0.003039,0.012125,0.031084,0.006791,0.00229,0.068209
216,62,0,0.960667,0,0.273417,0.68725,0.002793,0.012707,0.058833,0.006709,0.002251,0.067334
217,62,0,0.955708,0,0.261916,0.693792,0.003129,0.013454,0.034997,0.007338,0.002414,0.07454
218,62,0,0.905958,0,0.251792,0.654166,0.002997,0.013129,0.032709,0.006999,0.002332,0.072668
219,62,0,0.947833,0,0.266416,0.681417,0.003293,0.022998,0.033917,0.007498,0.002667,0.073871
220,62,0,2.38925,1.42117,0.270875,0.697208,0.003082,0.016999,0.039667,0.008413,0.002627,0.073707
221,62,0,0.927292,0,0.263875,0.663417,0.003206,0.014206,0.036706,0.007959,0.00242,0.073748
222,62,0,0.968249,0,0.272291,0.695958,0.003253,0.01579,0.038336,0.008499,0.0025,0.074708
223,62,0,0.976334,0,0.274167,0.702167,0.003002,0.018165,0.042791,0.00921,0.002377,0.071667
224,62,0,0.940875,0,0.265584,0.675291,0.003081,0.015335,0.037204,0.00804,0.002419,0.074001
225,62,0,0.922375,0,0.25425,0.668125,0.002999,0.013417,0.032915,0.007502,0.002709,0.0725
226,64,0,0.970501,0,0.265667,0.704834,0.00321,0.012959,0.046165,0.007124,0.002458,0.072624
227,64,0,0.925625,0,0.258791,0.666834,0.003163,0.013126,0.03375,0.007711,0.002458,0.074917
228,64,0,0.957625,0,0.26825,0.689375,0.003212,0.013751,0.042416,0.007293,0.002503,0.074668
229,64,0,0.972,0,0.255209,0.716791,0.003085,0.013125,0.031415,0.007252,0.002623,0.074042
230,64,0,2.53233,1.56942,0.261125,0.701792,0.00316,0.01367,0.031539,0.007666,0.002706,0.075709
231,64,0,0.992,0,0.2905,0.7015,0.003082,0.013252,0.04254,0.008165,0.002833,0.085
232,64,0,0.935875,0,0.258583,0.677292,0.003077,0.013586,0.03154,0.007502,0.002624,0.075375
233,64,0,0.934709,0,0.258792,0.675917,0.003372,0.013549,0.032256,0.007164,0.002619,0.075791
234,64,0,0.948834,0,0.264,0.684834,0.003338,0.01287,0.030421,0.007042,0.002752,0.073455
235,64,0,0.949542,0,0.260875,0.688667,0.003412,0.0135,0.032377,0.007416,0.002543,0.075709
236,64,0,0.9185,0,0.253042,0.665458,0.003209,0.013043,0.030753,0.007293,0.002585,0.073792
237,64,0,0.95225,0,0.268375,0.683875,0.003131,0.012998,0.031372,0.007502,0.002295,0.07454
238,64,0,0.966625,0,0.261125,0.7055,0.003001,0.01379,0.033166,0.007501,0.002586,0.075247
239,64,0,0.918792,0,0.254583,0.664209,0.003169,0.013332,0.031372,0.007461,0.002629,0.074079
240,69,0,2.75754,1.75737,0.27825,0.721917,0.002999,0.012793,0.057955,0.006917,0.002581,0.072918
241,69,0,1.01788,0,0.2825,0.735375,0.003121,0.014706,0.038085,0.008624,0.002626,0.080127
242,69,0,1.11142,0,0.304416,0.807,0.003295,0.018252,0.042418,0.0095,0.002748,0.083462
243,69,0,1.07021,0,0.295667,0.774541,0.003581,0.018163,0.042128,0.009292,0.002586,0.080168
244,69,0,1.07146,0,0.295,0.776458,0.003332,0.016457,0.039584,0.009459,0.00283,0.082585
245,69,0,1.11738,0,0.332958,0.784417,0.003413,0.020546,0.046377,0.009958,0.002588,0.080794
246,69,0,1.02121,0,0.275666,0.745542,0.003338,0.014371,0.03492,0.008006,0.002834,0.080126
247,69,0,1.02683,0,0.279875,0.746959,0.00354,0.01454,0.036167,0.008211,0.00275,0.080459
248,69,0,1.08658,0,0.292667,0.793917,0.003421,0.017458,0.042332,0.009415,0.00258,0.079541
249,69,0,1.00517,0,0.278083,0.727084,0.003335,0.01429,0.034291,0.007581,0.002744,0.081333
250,71,0,3.02671,1.99408,0.285208,0.747417,0.003164,0.013755,0.047419,0.007456,0.00267,0.079165
251,71,0,1.07117,0,0.313792,0.757375,0.003382,0.015663,0.038544,0.008587,0.002707,0.093494
252,71,0,1.06812,0,0.289416,0.778709,0.003586,0.016085,0.037373,0.009087,0.002451,0.08117
253,71,0,1.02487,0,0.279167,0.745708,0.003505,0.014703,0.033998,0.007836,0.002709,0.081208
254,71,0,1.02025,0,0.2815,0.73875,0.003495,0.014374,0.034752,0.007749,0.002714,0.081754
255,71,0,1.03458,0,0.281583,0.753,0.003541,0.014377,0.034126,0.007836,0.003248,0.082585
256,71,0,1.02958,0,0.282875,0.746709,0.003414,0.014666,0.034164,0.007665,0.002832,0.08308
257,71,0,1.03071,0,0.280125,0.750583,0.00341,0.014127,0.034209,0.007755,0.002788,0.08062
258,71,0,1.02983,0,0.281167,0.748667,0.003375,0.014711,0.033374,0.007586,0.002667,0.082711
259,71,0,1.026,0,0.283584,0.742416,0.003461,0.01429,0.033915,0.007961,0.002756,0.083208
260,71,0,3.28463,2.26171,0.277459,0.745458,0.003416,0.01421,0.033625,0.007705,0.002752,0.080668
261,71,0,1.04913,0,0.288,0.761125,0.003541,0.015415,0.036666,0.008705,0.002874,0.082374
