tick,nodes,SA,total_ms,light_ms,plant_ms,debug_ms,position_ms,maintenance_ms,grow_ms,mass_stress_ms,droop_break_ms,transport_ms
0,3,0,0.547875,0.049875,0.0345,0.4635,0.000624,0.004625,0.002958,0.001501,0.00025,0.006791
1,3,0,0.109708,0.005333,0.059625,0.04475,0.000334,0.00175,0.04325,0.000834,0.000207,0.006458
2,3,0,0.081084,0.007459,0.024625,0.049,0.000458,0.001876,0.007125,0.001,0.000251,0.006291
3,3,0,0.101417,0.011125,0.030875,0.059417,0.00025,0.002542,0.011125,0.001084,0.000249,0.006459
4,3,0,0.09675,0.011,0.030125,0.055625,0.000374,0.002959,0.008957,0.001334,0.000333,0.006583
5,3,0,0.110083,0.013875,0.033792,0.062416,0.00025,0.003667,0.011,0.001292,0.000208,0.006709
6,3,0,0.076334,0.005959,0.023416,0.046959,0.000375,0.001958,0.006333,0.000834,0.000249,0.006333
7,3,0,0.152082,0.011291,0.030791,0.11,0.000333,0.002708,0.010583,0.001125,0.00025,0.006834
8,3,0,0.088209,0.009,0.027042,0.052167,0.000292,0.002459,0.008709,0.00075,0.000291,0.006333
9,3,0,0.110666,0.013791,0.03375,0.063125,0.000416,0.00321,0.011917,0.001126,0.000374,0.007124
10,3,0,0.093708,0.008625,0.030625,0.054458,0.000249,0.002042,0.011584,0.000999,0.000292,0.006626
11,3,0,0.086833,0.007791,0.026083,0.052959,0.000376,0.002042,0.007,0.001084,0.00025,0.007
12,3,0,0.098042,0.009959,0.030083,0.058,0.00025,0.002542,0.009834,0.00125,0.00025,0.007208
13,3,0,0.0965,0.009583,0.030542,0.056375,0.000374,0.002416,0.009209,0.001375,0.00025,0.007457
14,3,0,0.184584,0.009958,0.029417,0.145209,0.000417,0.002291,0.008958,0.001042,0.000334,0.00675
15,3,0,0.123499,0.023958,0.0415,0.058041,0.0005,0.004043,0.014917,0.001541,0.000293,0.00675
16,3,0,0.07075,0.006542,0.022208,0.042,0.000252,0.001624,0.006668,0.000876,0.000207,0.005418
17,3,0,0.110709,0.012666,0.034584,0.063459,0.000333,0.002665,0.011,0.001375,0.000333,0.008125
18,3,0,0.089001,0.0085,0.027334,0.053167,0.000375,0.002251,0.008376,0.001084,0.000291,0.006875
19,3,0,0.108459,0.011792,0.033167,0.0635,0.000417,0.002667,0.010583,0.001083,0.000333,0.007918
20,3,0,0.082167,0.007667,0.024958,0.049542,0.000291,0.001917,0.006667,0.000999,0.000251,0.006624
21,3,0,0.159375,0.011708,0.03325,0.114417,0.000333,0.002875,0.010499,0.00125,0.000292,0.007834
22,3,0,0.103957,0.00975,0.032666,0.061541,0.000582,0.002709,0.009625,0.001291,0.000375,0.008
23,3,0,0.110293,0.011917,0.034167,0.064209,0.000542,0.003042,0.010792,0.001291,0.000249,0.008042
24,8,0,1.00917,0.007083,0.234667,0.767417,0.000418,0.002582,0.205584,0.001084,0.000334,0.016167
25,8,0,0.280209,0.038333,0.081209,0.160667,0.000916,0.006041,0.024791,0.002415,0.000833,0.023543
26,8,0,0.382207,0.034541,0.079458,0.268208,0.000999,0.005874,0.020792,0.002709,0.000836,0.024293
27,8,0,0.261916,0.029833,0.082291,0.149792,0.000709,0.006874,0.023375,0.00275,0.000707,0.023457
28,8,0,0.279667,0.023458,0.072792,0.183417,0.00075,0.00525,0.019043,0.002459,0.000832,0.023167
29,8,0,0.249374,0.026416,0.077208,0.14575,0.000791,0.006457,0.021249,0.002749,0.00079,0.022833
30,8,0,0.234792,0.021125,0.071917,0.14175,0.000834,0.005418,0.01825,0.0025,0.000918,0.022875
31,8,0,0.311834,0.029042,0.077792,0.205,0.000833,0.006002,0.021375,0.002584,0.000794,0.023542
32,8,0,0.253374,0.027666,0.075292,0.150416,0.000875,0.005749,0.019291,0.002581,0.000666,0.023419
33,8,0,0.280625,0.031292,0.111791,0.137542,0.000707,0.006585,0.021165,0.002543,0.000792,0.021499
34,8,0,0.278624,0.024166,0.064667,0.189791,0.000749,0.004872,0.016583,0.002335,0.000665,0.020458
35,8,0,0.241208,0.033583,0.074708,0.132917,0.000666,0.006084,0.024709,0.002582,0.000583,0.019916
36,8,0,0.197792,0.01725,0.057167,0.123375,0.00071,0.003958,0.01454,0.001957,0.00071,0.018624
37,8,0,0.301041,0.027833,0.074208,0.199,0.000791,0.005792,0.021249,0.002333,0.000875,0.023041
38,8,0,0.247126,0.027334,0.068084,0.151708,0.000918,0.004873,0.016834,0.002251,0.000874,0.022167
39,8,0,0.183208,0.023208,0.056167,0.103833,0.000542,0.004249,0.017086,0.002125,0.000583,0.016874
40,8,0,0.240291,0.020416,0.048708,0.171167,0.000585,0.003458,0.01171,0.00154,0.000542,0.015834
41,8,0,0.194417,0.029417,0.05825,0.10675,0.000583,0.005124,0.016709,0.002042,0.000458,0.016792
42,8,0,0.251624,0.028333,0.054666,0.168625,0.000542,0.004582,0.016166,0.001667,0.000541,0.016168
43,8,0,0.201625,0.034625,0.057666,0.109334,0.000583,0.005082,0.017625,0.001958,0.000542,0.01596
44,8,0,0.198334,0.027375,0.057417,0.113542,0.000669,0.004332,0.017667,0.00196,0.000414,0.016292
45,8,0,0.249292,0.033917,0.062208,0.153167,0.000626,0.005082,0.018915,0.002039,0.000501,0.01775
46,8,0,0.205417,0.028958,0.053167,0.123292,0.000665,0.004043,0.014584,0.001875,0.000503,0.016043
47,8,0,0.200542,0.03225,0.059583,0.108709,0.0005,0.005209,0.018124,0.002124,0.000582,0.016793
48,13,0,0.392958,0.030917,0.109916,0.252125,0.000793,0.004377,0.060041,0.002293,0.000792,0.022791
49,13,0,0.449041,0.048875,0.116541,0.283625,0.001291,0.008167,0.031501,0.003751,0.001211,0.037709
50,13,0,0.403584,0.0435,0.13775,0.222334,0.003584,0.010085,0.022751,0.023084,0.001375,0.045875
51,13,0,0.444876,0.051125,0.111167,0.282584,0.001459,0.007833,0.027042,0.004083,0.001167,0.03821
52,13,0,0.398417,0.046042,0.105875,0.2465,0.001458,0.006418,0.024626,0.003832,0.001333,0.037916
53,13,0,0.419208,0.042333,0.103167,0.273708,0.001251,0.006457,0.022876,0.003872,0.001212,0.037584
54,13,0,0.3945,0.049958,0.1225,0.222042,0.001293,0.007292,0.032711,0.003959,0.001208,0.037334
55,13,0,0.461125,0.055833,0.113083,0.292209,0.001335,0.007961,0.0295,0.003959,0.001333,0.037416
56,13,0,0.454709,0.057375,0.124792,0.272542,0.001418,0.00775,0.039665,0.003998,0.001455,0.037793
57,13,0,0.397042,0.063084,0.113,0.220958,0.001373,0.007876,0.028873,0.004166,0.001207,0.037834
58,15,0,0.471208,0.056625,0.131,0.283583,0.001375,0.007205,0.047417,0.003958,0.001251,0.03821
59,15,0,0.480375,0.065875,0.128125,0.286375,0.001582,0.008915,0.031835,0.00446,0.001373,0.043916
60,15,0,0.492124,0.068708,0.154583,0.268833,0.001708,0.010959,0.052415,0.004416,0.001582,0.044585
61,15,0,0.556,0.08225,0.136333,0.337417,0.001585,0.010125,0.035834,0.005001,0.00175,0.044709
62,15,0,0.50346,0.077584,0.137584,0.288292,0.001584,0.008291,0.03125,0.004083,0.001541,0.043415
63,15,0,0.435083,0.07125,0.12275,0.241083,0.001541,0.007832,0.028123,0.00421,0.001586,0.044333
64,15,0,0.480166,0.072417,0.122333,0.285416,0.001625,0.008293,0.027209,0.00421,0.001457,0.043917
65,15,0,0.490833,0.080709,0.131291,0.278833,0.001584,0.009667,0.032123,0.004501,0.001501,0.044627
66,15,0,0.520043,0.114542,0.147709,0.257792,0.001416,0.011249,0.037459,0.012291,0.001543,0.043668
67,15,0,0.565041,0.103375,0.15675,0.304916,0.0015,0.014085,0.046667,0.005421,0.001417,0.045747
68,15,0,0.539,0.111208,0.139459,0.288333,0.001665,0.008083,0.040377,0.004165,0.001289,0.043584
69,15,0,0.518166,0.096917,0.162208,0.259041,0.001374,0.012957,0.048499,0.00679,0.001377,0.045667
70,15,0,0.557167,0.111542,0.136208,0.309417,0.001543,0.008042,0.030751,0.004333,0.001458,0.05475
71,15,0,0.574332,0.111458,0.159958,0.302916,0.002332,0.01275,0.045793,0.006375,0.002292,0.04725
72,20,0,0.466209,0.101834,0.130334,0.234041,0.001166,0.00571,0.063958,0.003083,0.000959,0.030542
73,20,0,0.475666,0.08075,0.11975,0.275166,0.001542,0.008375,0.028333,0.00425,0.001085,0.042042
74,20,0,0.446333,0.078042,0.122416,0.245875,0.001583,0.007833,0.032957,0.004251,0.001335,0.041873
75,20,0,0.460417,0.076792,0.112917,0.270708,0.001542,0.007417,0.025377,0.004041,0.001254,0.040625
76,20,0,0.433541,0.080666,0.111,0.241875,0.001377,0.007251,0.024002,0.003793,0.001168,0.040916
77,20,0,0.458292,0.091417,0.113209,0.253666,0.001462,0.007666,0.026086,0.004167,0.001293,0.040291
78,20,0,0.518916,0.09925,0.128,0.291666,0.001794,0.008458,0.026583,0.004706,0.00167,0.04758
79,20,0,0.687458,0.132167,0.180958,0.374333,0.002081,0.011163,0.042956,0.006086,0.001793,0.060122
80,20,0,0.6565,0.15725,0.156875,0.342375,0.002208,0.009999,0.034127,0.005667,0.002002,0.058002
81,20,0,0.626501,0.133709,0.156292,0.3365,0.002164,0.009915,0.032581,0.005581,0.00204,0.059127
82,22,0,0.663208,0.132333,0.170792,0.360083,0.001999,0.0095,0.04904,0.005207,0.001876,0.058207
83,22,0,0.633875,0.129875,0.164125,0.339875,0.001998,0.010708,0.041127,0.005748,0.001878,0.056918
84,22,0,0.612666,0.127375,0.153458,0.331833,0.002081,0.009834,0.031294,0.005539,0.001877,0.057665
85,22,0,0.618708,0.131375,0.155208,0.332125,0.002164,0.009875,0.031291,0.005541,0.002002,0.059829
86,22,0,0.629708,0.134625,0.154417,0.340666,0.002042,0.010042,0.031749,0.005127,0.001834,0.059165
87,22,0,0.603249,0.136083,0.14825,0.318916,0.002085,0.009541,0.029041,0.005414,0.001963,0.057203
88,22,0,0.638209,0.140209,0.168958,0.329042,0.002079,0.009329,0.030834,0.004915,0.001836,0.067583
89,22,0,0.644583,0.15025,0.156708,0.337625,0.002124,0.010836,0.031919,0.005624,0.001959,0.058708
90,22,0,0.633041,0.17125,0.157208,0.304583,0.002081,0.009584,0.029373,0.005501,0.00179,0.065123
91,22,0,0.657334,0.159459,0.154583,0.343292,0.002039,0.010125,0.032458,0.005292,0.001998,0.058251
92,22,0,0.662126,0.171584,0.164667,0.325875,0.002128,0.009958,0.030126,0.00571,0.00179,0.069501
93,22,0,0.630584,0.162625,0.148334,0.319625,0.002041,0.009625,0.028665,0.005625,0.001709,0.057581
94,22,0,0.641125,0.172416,0.154709,0.314,0.001999,0.009207,0.02854,0.005337,0.001996,0.064127
95,22,0,0.706666,0.177666,0.152584,0.376416,0.002165,0.009829,0.031293,0.00546,0.002,0.057039
96,27,0,0.792249,0.192625,0.191208,0.408416,0.002166,0.009416,0.062999,0.005753,0.001792,0.057999
97,27,0,0.766168,0.184459,0.185125,0.396584,0.002665,0.011749,0.037209,0.006498,0.002334,0.071082
98,27,0,0.772626,0.188375,0.191834,0.392417,0.002538,0.011709,0.033041,0.006585,0.002415,0.081332
99,27,0,0.79829,0.200666,0.184083,0.413541,0.002458,0.012209,0.035788,0.006461,0.002207,0.070789
100,27,0,0.811417,0.219,0.194208,0.398209,0.002583,0.011668,0.033831,0.006419,0.00225,0.071999
101,27,0,0.778999,0.2135,0.180166,0.385333,0.002416,0.011794,0.032334,0.0065,0.002338,0.072084
102,27,0,0.776042,0.222292,0.174833,0.378917,0.002626,0.011085,0.030333,0.006418,0.002289,0.070376
103,27,0,0.824708,0.221666,0.190125,0.412917,0.002459,0.011794,0.035296,0.006746,0.002087,0.070829
104,27,0,0.837625,0.255917,0.182375,0.399333,0.002626,0.011833,0.03425,0.006545,0.002249,0.07079
105,27,0,0.825833,0.228917,0.1825,0.414416,0.002499,0.011625,0.035293,0.006791,0.002169,0.070708
106,29,0,0.85,0.239,0.206,0.405,0.00258,0.011127,0.059959,0.006833,0.002335,0.070667
107,29,0,0.879791,0.244916,0.203833,0.431042,0.002751,0.013961,0.042337,0.006955,0.002251,0.076955
108,29,0,0.823291,0.23425,0.184916,0.404125,0.002501,0.01125,0.02992,0.006416,0.002248,0.08062
109,29,0,0.844125,0.249292,0.188958,0.405875,0.002832,0.012163,0.032624,0.006834,0.002291,0.076669
110,29,0,0.785374,0.233916,0.179042,0.372416,0.0025,0.017833,0.029544,0.006209,0.00225,0.069544
111,29,0,0.899833,0.266125,0.197,0.436708,0.00279,0.013,0.036919,0.006955,0.002377,0.077082
112,29,0,0.833084,0.280792,0.175958,0.376334,0.002458,0.011419,0.031251,0.006416,0.002378,0.069082
113,29,0,0.837625,0.257792,0.179667,0.400166,0.002458,0.012458,0.032958,0.0065,0.002212,0.070333
114,29,0,0.840667,0.274625,0.1885,0.377542,0.002581,0.011542,0.030961,0.006629,0.002162,0.069251
115,29,0,0.859625,0.273709,0.179708,0.406208,0.002665,0.012917,0.034005,0.006247,0.002125,0.069377
116,29,0,0.828916,0.273166,0.176,0.37975,0.002496,0.011421,0.031582,0.006294,0.002294,0.06962
117,29,0,0.926124,0.300708,0.195041,0.430375,0.00275,0.013667,0.036374,0.007169,0.002333,0.075957
118,29,0,0.906874,0.327458,0.186958,0.392458,0.002455,0.021333,0.032748,0.006209,0.002376,0.069123
119,29,0,0.842792,0.287,0.17625,0.379542,0.002544,0.011457,0.030788,0.006836,0.002292,0.070499
120,34,0,1.01158,0.331833,0.211667,0.468083,0.002665,0.011582,0.066211,0.006502,0.002121,0.070462
121,34,0,1.05925,0.322541,0.232,0.504708,0.00596,0.015416,0.044206,0.011751,0.002712,0.084245
122,34,0,0.991334,0.321542,0.212042,0.45775,0.003082,0.012832,0.044041,0.007211,0.002622,0.082046
123,34,0,1.11308,0.361625,0.232667,0.518792,0.002792,0.015377,0.042542,0.008333,0.002498,0.089418
124,34,0,1.035,0.374208,0.220042,0.44075,0.002996,0.012794,0.050418,0.007669,0.002456,0.08254
125,34,0,1.01321,0.344625,0.210958,0.457625,0.002837,0.013454,0.039209,0.00779,0.002794,0.083001
126,34,0,1.01563,0.353042,0.207709,0.454875,0.002914,0.013293,0.037084,0.008205,0.002628,0.082081
127,34,0,1.04179,0.371334,0.216208,0.45425,0.002955,0.015126,0.03954,0.008003,0.002623,0.083128
128,34,0,1.08642,0.371125,0.2295,0.485792,0.002914,0.01292,0.036921,0.008122,0.002625,0.081958
129,34,0,1.03154,0.368792,0.211292,0.451458,0.003042,0.013709,0.03954,0.008335,0.002625,0.082293
130,36,0,1.12079,0.387375,0.228958,0.504458,0.002875,0.011916,0.048751,0.00725,0.002295,0.099708
131,36,0,1.08246,0.383584,0.222042,0.476834,0.00317,0.014247,0.040212,0.008582,0.002833,0.087418
132,36,0,1.08683,0.413416,0.212,0.461417,0.003126,0.013084,0.035037,0.00792,0.00279,0.086378
133,36,0,1.12817,0.419458,0.220584,0.488125,0.003126,0.015205,0.038918,0.008123,0.002669,0.086914
134,36,0,1.12138,0.429833,0.217584,0.473958,0.003043,0.014333,0.036293,0.008248,0.002751,0.087538
135,36,0,1.131,0.418291,0.221125,0.491583,0.003203,0.014628,0.039541,0.0085,0.002579,0.087502
136,36,0,1.09537,0.421791,0.211167,0.462417,0.003085,0.013421,0.033959,0.007876,0.002786,0.086295
137,36,0,1.13533,0.431792,0.223041,0.4805,0.003251,0.014581,0.040377,0.008585,0.002872,0.087625
138,36,0,1.10817,0.434709,0.228375,0.445083,0.011327,0.018627,0.041379,0.008831,0.002587,0.083955
139,36,0,1.15858,0.457875,0.222417,0.478291,0.003045,0.01433,0.041082,0.008459,0.002796,0.087791
140,36,0,1.14621,0.46825,0.21525,0.462708,0.003045,0.013415,0.037751,0.008291,0.002543,0.086625
141,36,0,1.21162,0.494625,0.232541,0.484458,0.002957,0.017666,0.046162,0.008291,0.002794,0.088668
142,36,0,1.10904,0.472666,0.200417,0.435958,0.002919,0.012248,0.03454,0.007919,0.002709,0.079252
143,36,0,1.23246,0.509917,0.225333,0.497208,0.003212,0.015455,0.041418,0.008666,0.002674,0.08783
144,41,0,1.26271,0.511084,0.24725,0.504375,0.003043,0.013587,0.066333,0.008039,0.002876,0.088623
145,41,0,1.34529,0.523959,0.260667,0.560667,0.003791,0.020337,0.048461,0.009667,0.003289,0.099457
146,41,0,1.25354,0.50125,0.23475,0.517541,0.003381,0.015869,0.041874,0.009373,0.002793,0.092248
147,41,0,1.35117,0.539708,0.258667,0.552791,0.003543,0.017871,0.048336,0.009787,0.002963,0.100125
148,41,0,1.23362,0.51975,0.22425,0.489625,0.003166,0.013875,0.038043,0.008208,0.00308,0.09079
149,41,0,1.40483,0.558833,0.263417,0.582584,0.003583,0.018875,0.049619,0.010417,0.002964,0.101498
150,41,0,1.28067,0.560333,0.225625,0.494708,0.003087,0.014705,0.038335,0.008791,0.002961,0.090583
151,41,0,1.35254,0.541458,0.245959,0.565125,0.003166,0.019003,0.046792,0.010001,0.002998,0.093084
152,41,0,1.31996,0.562167,0.229917,0.527875,0.00321,0.01475,0.039833,0.008833,0.002918,0.091706
153,41,0,1.307,0.550542,0.240417,0.516041,0.003501,0.01621,0.045129,0.009541,0.002795,0.092707
154,43,0,1.36983,0.574958,0.243666,0.551209,0.003457,0.014751,0.055043,0.008458,0.003042,0.091832
155,43,0,1.43058,0.60775,0.279,0.543833,0.003328,0.018255,0.054917,0.009626,0.002956,0.115961
156,43,0,1.37904,0.629708,0.234334,0.515,0.003335,0.01483,0.038453,0.008669,0.002921,0.095038
157,43,0,1.38633,0.594292,0.245875,0.546167,0.003587,0.01675,0.042041,0.009041,0.002957,0.097879
158,43,0,1.40538,0.637958,0.235625,0.531792,0.003416,0.015163,0.038627,0.008707,0.003169,0.096126
159,43,0,1.43804,0.614083,0.244083,0.579875,0.003336,0.01654,0.041291,0.009541,0.002747,0.100665
160,43,0,1.30104,0.610417,0.215041,0.475584,0.002996,0.013624,0.034504,0.008125,0.002625,0.087961
161,43,0,1.31658,0.603292,0.233375,0.479917,0.003166,0.016458,0.040914,0.009084,0.002834,0.091374
162,43,0,1.27454,0.60925,0.211667,0.453625,0.002953,0.013458,0.034045,0.007874,0.002712,0.086123
163,43,0,1.35825,0.609958,0.23575,0.512541,0.003335,0.016206,0.041875,0.008912,0.003004,0.093038
164,43,0,1.40933,0.665416,0.224334,0.519584,0.003379,0.014583,0.036334,0.008293,0.002995,0.09171
165,43,0,1.45283,0.677792,0.247,0.528042,0.003538,0.016752,0.043751,0.009833,0.002998,0.097457
166,43,0,1.49646,0.72575,0.24275,0.527958,0.00346,0.015997,0.041206,0.00925,0.003087,0.097915
167,43,0,1.51604,0.7125,0.249083,0.554459,0.00358,0.017794,0.044207,0.009709,0.002998,0.097207
168,48,0,1.58704,0.750125,0.274625,0.562292,0.003502,0.016038,0.067585,0.009045,0.003,0.103287
169,48,0,1.76437,0.796583,0.299458,0.668333,0.004081,0.020002,0.050498,0.010584,0.022999,0.108958
170,48,0,1.58204,0.771708,0.257,0.553333,0.003665,0.016664,0.039579,0.00983,0.003171,0.106333
171,48,0,1.77433,0.812416,0.317208,0.644708,0.003869,0.035836,0.062422,0.011333,0.003413,0.115835
172,48,0,1.59517,0.8085,0.244792,0.541875,0.003871,0.015505,0.038874,0.00929,0.003168,0.100958
173,48,0,1.64167,0.7755,0.268,0.598166,0.003877,0.017916,0.045749,0.010295,0.003332,0.108422
174,48,0,1.58317,0.791416,0.249125,0.542625,0.00362,0.016125,0.039534,0.009418,0.003084,0.102419
175,48,0,1.69217,0.817333,0.273709,0.601125,0.003789,0.018582,0.049418,0.010459,0.003286,0.107835
176,48,0,1.67521,0.854833,0.257833,0.562542,0.003832,0.016418,0.041165,0.00954,0.003336,0.105709
177,48,0,1.70621,0.823917,0.259541,0.62275,0.003548,0.018582,0.045333,0.009209,0.003041,0.102462
178,50,0,1.77983,0.826208,0.302334,0.651292,0.004082,0.020128,0.072086,0.010668,0.003253,0.110333
179,50,0,1.67675,0.858,0.258667,0.560083,0.003956,0.016544,0.041961,0.009957,0.003377,0.106667
180,50,0,1.70992,0.862458,0.261875,0.585584,0.003492,0.020211,0.044156,0.010412,0.003407,0.103376
181,50,0,1.71275,0.853209,0.271708,0.587833,0.003924,0.01929,0.046505,0.010795,0.003203,0.108004
182,50,0,1.6945,0.891916,0.250375,0.552209,0.003749,0.016046,0.036961,0.009208,0.003337,0.104622
183,50,0,1.70217,0.875458,0.258291,0.568417,0.003999,0.017248,0.039704,0.009789,0.003292,0.107044
184,50,0,1.70204,0.880625,0.258209,0.563209,0.003873,0.016959,0.041001,0.009709,0.003545,0.106123
185,50,0,1.77625,0.900334,0.28,0.595916,0.003788,0.019542,0.044169,0.010955,0.003417,0.119168
186,50,0,1.79479,0.941458,0.261,0.592333,0.00379,0.017337,0.041373,0.009836,0.00321,0.107377
187,50,0,1.78675,0.927125,0.265,0.594625,0.003791,0.019372,0.045667,0.010166,0.003167,0.105204
188,50,0,1.97213,1.02287,0.288167,0.661083,0.003831,0.020838,0.048749,0.011167,0.003123,0.108873
189,50,0,1.77075,0.974166,0.250834,0.54575,0.003786,0.015709,0.039459,0.009377,0.003253,0.103747
190,50,0,1.76279,0.957917,0.249667,0.555208,0.003838,0.017749,0.039832,0.010044,0.003207,0.100996
191,50,0,1.86242,1.00279,0.268125,0.5915,0.003836,0.019044,0.044955,0.010498,0.003295,0.107083
192,55,0,1.87404,0.99725,0.283208,0.593583,0.00362,0.01671,0.07254,0.009123,0.003295,0.103256
193,55,0,1.87859,0.985542,0.278709,0.614334,0.003959,0.020661,0.046333,0.010124,0.003332,0.112208
194,55,0,1.98162,1.04371,0.292083,0.645834,0.004214,0.020622,0.047125,0.011332,0.00375,0.118538
195,55,0,1.90829,1.05204,0.269458,0.586792,0.004209,0.017252,0.039833,0.010293,0.003585,0.113375
196,55,0,1.89175,1.03079,0.270875,0.590083,0.003871,0.018707,0.043251,0.009874,0.003421,0.110539
197,55,0,1.96142,1.0485,0.295333,0.617583,0.004041,0.02046,0.046001,0.01121,0.003585,0.117457
198,55,0,1.93971,1.08992,0.26675,0.583042,0.004212,0.01679,0.039041,0.009832,0.003377,0.112708
199,55,0,1.95075,1.07088,0.27375,0.606125,0.003835,0.019788,0.043957,0.010291,0.003455,0.111041
200,55,0,2.02787,1.10796,0.288334,0.631583,0.00433,0.020419,0.045084,0.011248,0.003666,0.11792
201,55,0,2.01546,1.13496,0.270167,0.610333,0.004175,0.01712,0.03967,0.009626,0.003623,0.114209
202,57,0,1.98829,1.10517,0.283542,0.599584,0.00412,0.019002,0.055292,0.010541,0.003502,0.111125
203,57,0,2.12992,1.17042,0.305667,0.653833,0.004633,0.021996,0.049369,0.01229,0.003618,0.123416
204,57,0,2.03992,1.15088,0.2765,0.612541,0.004205,0.017842,0.039838,0.01033,0.003541,0.116207
205,57,0,2.04567,1.16046,0.280417,0.604791,0.004038,0.019625,0.04375,0.010211,0.003413,0.116126
206,57,0,2.16792,1.21412,0.300917,0.652875,0.00421,0.020748,0.04683,0.011956,0.003838,0.123493
207,57,0,2.17571,1.24379,0.279875,0.652042,0.004172,0.01779,0.041294,0.010746,0.003879,0.117792
208,57,0,2.08821,1.19179,0.279917,0.6165,0.004251,0.018585,0.043127,0.010915,0.00371,0.114793
209,57,0,2.219,1.26721,0.299166,0.652625,0.004046,0.021045,0.046745,0.011793,0.003752,0.122291
210,57,0,2.12929,1.26275,0.272959,0.593584,0.004214,0.017373,0.039003,0.009706,0.003589,0.115543
211,57,0,2.149,1.24517,0.280333,0.6235,0.004125,0.019501,0.04304,0.010248,0.003249,0.115337
212,57,0,2.21158,1.283,0.296334,0.63225,0.004326,0.020673,0.04662,0.010916,0.003747,0.121586
213,57,0,2.18867,1.29904,0.276542,0.613083,0.004256,0.017541,0.04008,0.010415,0.003791,0.117253
214,57,0,2.18946,1.3065,0.274,0.608958,0.003835,0.017913,0.041078,0.010541,0.003747,0.115171
215,57,0,2.2965,1.34817,0.300417,0.647916,0.004461,0.021038,0.047501,0.011588,0.003706,0.122247
216,62,0,2.4055,1.37996,0.304291,0.72125,0.004247,0.017747,0.06658,0.009917,0.003585,0.116962
217,62,0,2.32937,1.35504,0.309125,0.665208,0.004415,0.022415,0.049082,0.012418,0.003834,0.126292
218,62,0,2.42621,1.42317,0.320958,0.682083,0.004962,0.0225,0.048372,0.012286,0.004169,0.131829
219,62,0,2.38033,1.43925,0.297625,0.643458,0.004623,0.019126,0.042125,0.01158,0.003962,0.126332
220,62,0,2.35562,1.406,0.295375,0.65425,0.004625,0.020249,0.042628,0.011294,0.003587,0.123874
221,62,0,2.44671,1.44892,0.316083,0.681708,0.004334,0.022043,0.049289,0.012043,0.004076,0.130135
222,62,0,2.43004,1.48058,0.295625,0.653834,0.004499,0.018749,0.042167,0.010543,0.003667,0.125627
223,62,0,2.41817,1.454,0.304208,0.659959,0.004499,0.020876,0.046169,0.011627,0.003967,0.12675
224,62,0,2.53138,1.52963,0.312875,0.688875,0.00446,0.02133,0.048374,0.012538,0.003871,0.127715
225,62,0,2.45367,1.51358,0.29575,0.644334,0.004455,0.019046,0.041629,0.010586,0.00392,0.126167
226,64,0,2.53262,1.53792,0.316375,0.678333,0.004656,0.020668,0.058787,0.011918,0.004085,0.12571
227,64,0,2.64062,1.59821,0.333166,0.70925,0.004835,0.023451,0.050746,0.01246,0.004203,0.137545
228,64,0,2.52433,1.55225,0.302875,0.669208,0.004836,0.019664,0.041206,0.010998,0.004129,0.129502
229,64,0,2.5545,1.57504,0.30825,0.671208,0.00429,0.020874,0.043502,0.011876,0.003669,0.1305
230,64,0,2.58167,1.565,0.317417,0.69925,0.004492,0.021829,0.050996,0.011582,0.003875,0.128583
231,64,0,2.65813,1.66433,0.309083,0.684708,0.004628,0.021042,0.045418,0.011495,0.00413,0.129536
232,64,0,2.68554,1.67179,0.320541,0.693208,0.004963,0.021126,0.045213,0.012212,0.004382,0.135618
233,64,0,2.60288,1.63413,0.303416,0.665334,0.004751,0.01958,0.04129,0.01091,0.003955,0.130539
234,64,0,2.67862,1.68554,0.323042,0.670041,0.004626,0.020587,0.042582,0.011631,0.004085,0.130039
235,64,0,2.73117,1.72492,0.314209,0.692041,0.004539,0.021379,0.046957,0.012706,0.003795,0.129628
236,64,0,2.85992,1.80342,0.326917,0.729584,0.004707,0.025007,0.050548,0.012881,0.004251,0.132624
237,64,0,2.77075,1.78713,0.307,0.676625,0.004759,0.01975,0.042965,0.011497,0.004379,0.130703
238,64,0,2.72938,1.75296,0.303959,0.672459,0.004466,0.019995,0.042709,0.011543,0.004003,0.128793
239,64,0,2.77588,1.77925,0.312875,0.68375,0.004667,0.021837,0.046002,0.011795,0.003711,0.130827
240,69,0,3.01508,1.87258,0.360416,0.782083,0.00496,0.022583,0.077917,0.012919,0.004161,0.13742
241,69,0,2.93646,1.86379,0.34575,0.726917,0.005372,0.021624,0.049498,0.012083,0.004031,0.152125
242,69,0,2.951,1.86254,0.33575,0.752708,0.005169,0.023249,0.049504,0.01296,0.004297,0.139328
243,69,0,2.96954,1.88546,0.336958,0.747125,0.004908,0.023836,0.049582,0.01313,0.003958,0.140043
244,69,0,3.02021,1.89379,0.349375,0.777041,0.005132,0.024868,0.053705,0.013708,0.004372,0.142123
245,69,0,3.04488,1.95167,0.3455,0.747709,0.0053,0.023293,0.051038,0.013373,0.004374,0.144537
246,69,0,3.11008,1.97071,0.344333,0.795042,0.005085,0.027246,0.053797,0.013206,0.004383,0.13883
247,69,0,3.09896,1.98979,0.353708,0.755458,0.005001,0.026456,0.05529,0.01304,0.00458,0.145086
248,69,0,3.2565,2.07204,0.390208,0.79425,0.005254,0.027998,0.057463,0.014294,0.00454,0.168037
